Total_Males,Total_Females,Median_Age,Total_Pop,Total_White_People,Total_Afr_Am_People,Total_American_Ind_Alk_Ntv,Total_Asian,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Less_Highschool,Total_Bachelor_Holders,Median_Income,Total_Children,Total_Married_Households,Total_STEM,Total_Business_Degree,Below_Poverty_Level_LTM,Total_Wealthy_Households,Median_Household_Income,Gini_Index,Total_Veterans,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Information,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Median_Gross_Rent,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Total_Mexican_Origin,Total_Puerto_Rican_Origin,Total_Cuban_Origin,Total_Dominican_Origin,District_Name,CD,State_Id,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
332320,349093,38.9,681413,557842,64701,1853,23494,625531,19826,45967,44324,76015,27866,141875,111983,12622,21499,96580,7388,53408,0.4340,48312,40.4,331194,1782,18198,20748,37925,14321,6813,18581,39030,56254,21712,38790,824,361641,331194,30447,4165,24469,1298,2308,"Congressional District 21 (112th Congress), New York",21,36,NY,NY-21-2012,52.0,47.0,52.2,46.1
333308,342535,38.4,675843,531614,62712,2233,25221,591381,39775,71785,57658,68607,23606,139678,111374,13026,16010,112131,7440,49828,0.4673,45210,40.5,306039,3589,16970,23944,39074,16790,6102,14160,45814,50460,21360,16935,890,340552,306039,34513,19587,34043,1080,3182,"Congressional District 22 (112th Congress), New York",22,36,NY,NY-22-2012,49.0,49.01,48.8,49.2
338327,326298,38.8,664625,614883,17850,6707,4976,632512,12496,23631,56123,47639,23764,143401,122186,8909,11909,104984,3922,46484,0.4176,55378,41.0,278212,6693,19718,27908,34308,11236,4550,9792,36796,45459,19717,19415,740,306358,278212,28146,4362,7432,619,1617,"Congressional District 23 (112th Congress), New York",23,36,NY,NY-23-2012,50.0,49.0,48.4,49.6
328753,332668,41.3,661421,601703,26702,2038,9415,625728,13666,28238,54498,60808,24164,139308,121628,11707,16112,100946,4806,46726,0.4355,53054,42.4,303765,6504,16572,36974,33654,11102,4075,17414,42790,49787,19561,17580,665,330868,303765,27103,2634,13305,516,2835,"Congressional District 24 (112th Congress), New York",24,36,NY,NY-24-2012,56.0,42.0,57.0,41.1
321949,342766,40.9,664715,566444,56055,3191,17528,612010,21057,45045,49414,80001,28234,151385,124776,14662,26825,88376,7521,55062,0.4339,43333,42.9,308888,3039,17760,30009,37914,14449,6225,19866,42697,48514,16956,12719,755,331957,308888,23069,4374,14161,1959,1007,"Congressional District 25 (112th Congress), New York",25,36,NY,NY-25-2012,59.0,40.0,58.8,39.4
326046,345557,41.2,671603,607067,26398,2275,17776,627277,17793,38675,42700,77252,26949,147111,131010,16084,27383,68863,8100,54258,0.4359,45837,42.6,316723,5089,18484,37349,39024,11311,4936,18838,39719,49643,19284,14771,721,339163,316723,22440,3670,11173,1127,949,"Congressional District 26 (112th Congress), New York",26,36,NY,NY-26-2012,63.0,35.0,63.9,34.3
311939,322882,41.0,634821,552872,40383,4435,8285,590469,17452,30665,51101,62212,24425,130813,113935,14006,20585,99134,4921,45670,0.4340,52218,41.3,298101,2788,14436,36330,32439,14887,4785,18429,31134,48752,24794,15153,665,327458,298101,29357,3959,30467,984,894,"Congressional District 27 (112th Congress), New York",27,36,NY,NY-27-2012,44.0,54.0,42.9,55.3
300065,330098,39.9,630163,275046,315084,3938,3611,603166,15831,21961,92089,39854,18385,146889,94784,5704,10149,164398,2099,32411,0.4663,47254,42.1,234495,8719,14300,36576,28187,8877,2755,7233,19324,42260,18357,15788,654,283780,234495,49285,24307,1753,77,154,"Congressional District 1 (112th Congress), North Carolina",01,37,NC,NC-01-2012,67.3,32.2,68.1,31.2
361158,385750,34.2,746908,467487,216070,5315,6540,682269,39793,53663,81838,63984,21939,194064,125417,8318,19822,139636,2864,40934,0.4398,63655,39.6,299856,7306,22889,36509,31884,13393,5051,17106,27630,41729,23133,20416,747,350730,299856,50874,59964,9197,1406,1125,"Congressional District 2 (112th Congress), North Carolina",02,37,NC,NC-02-2012,44.8,54.3,43.0,56.0
372964,377694,35.5,750658,571212,130722,4854,9049,707726,18740,32002,60030,75257,23897,170046,141752,10533,19206,120441,5313,46640,0.4320,78861,38.1,314922,10110,18721,26527,34386,10902,5900,16753,29241,45284,30605,29661,784,354104,314922,39182,34061,7314,583,1087,"Congressional District 3 (112th Congress), North Carolina",03,37,NC,NC-03-2012,42.4,56.8,40.6,58.5
405766,439467,35.9,845233,582611,157528,3103,59307,715761,74600,116057,48209,161625,32423,204120,165151,25132,48098,98643,24071,64121,0.4537,50833,40.7,425346,2397,22312,39445,37634,10480,11108,25662,60320,63515,26917,16124,841,456491,425346,31145,45263,7789,2132,587,"Congressional District 4 (112th Congress), North Carolina",04,37,NC,NC-04-2012,65.8,33.2,64.5,34.2
330240,352236,41.5,682476,588798,52950,1787,6698,643567,23800,34859,77469,74273,22588,150050,145994,13346,22690,121675,7430,41673,0.4748,51312,42.6,304343,4294,21189,49042,36351,14286,4603,16542,27052,47608,21433,8981,645,338804,304343,34461,28896,3476,1092,1682,"Congressional District 5 (112th Congress), North Carolina",05,37,NC,NC-05-2012,44.6,54.2,42.3,56.5
350546,377385,40.7,727931,596053,83263,2425,11213,680627,27468,42273,72040,87056,25512,168111,154146,12877,26905,106757,8313,47514,0.4567,56449,42.1,328756,4283,19699,52700,40236,17002,6762,19317,27800,45200,20736,12038,690,364608,328756,35852,35654,3524,1254,259,"Congressional District 6 (112th Congress), North Carolina",06,37,NC,NC-06-2012,45.2,53.8,43.2,55.9
371495,387735,38.8,759230,495859,161744,56534,4482,712287,27142,38476,89425,74976,21311,169560,139020,9164,22436,156218,6234,38458,0.4871,64984,40.3,307850,6029,28042,35114,40623,14490,4521,10967,26940,46193,22782,18083,735,353214,307850,45364,31021,6070,1210,767,"Congressional District 7 (112th Congress), North Carolina",07,37,NC,NC-07-2012,44.6,54.6,43.2,55.9
354117,364515,34.1,718632,444111,200901,13420,15161,642698,45460,63616,78469,62249,21855,186374,120496,8878,19082,147403,3088,40204,0.4347,63354,39.2,288884,2616,24864,34293,34100,15738,4325,13618,28770,39703,24343,16026,741,337988,288884,49104,49315,11484,1098,3831,"Congressional District 8 (112th Congress), North Carolina",08,37,NC,NC-08-2012,45.3,53.9,44.4,54.7
423286,456444,36.8,879730,666365,143038,3515,28081,786879,47181,83638,50153,169116,31114,231181,179025,21308,69749,91960,21677,60559,0.4799,56366,41.1,428457,1133,23578,45489,46129,22522,9955,55940,33024,50585,28435,12837,848,477643,428457,49186,29570,6277,988,5050,"Congressional District 9 (112th Congress), North Carolina",09,37,NC,NC-09-2012,45.2,54.0,43.8,55.4
339929,352560,40.9,692489,592516,60112,1647,13704,660905,16912,28257,88139,64166,21866,159402,139664,10510,23209,112533,7562,41848,0.4761,50543,42.5,289698,2649,17715,63110,36784,16436,3021,13981,23756,41839,15419,10640,646,330057,289698,40359,20365,2910,2941,429,"Congressional District 10 (112th Congress), North Carolina",10,37,NC,NC-10-2012,41.6,57.4,40.4,58.5
340186,367730,43.2,707916,638575,30779,10901,6549,667264,20468,32847,71756,79459,21890,139698,147392,14316,20391,120780,5757,40736,0.4594,63838,41.2,297099,4875,19000,35719,41312,8733,3735,14678,26911,47395,23400,15167,688,332283,297099,35184,25689,4301,3423,379,"Congressional District 11 (112th Congress), North Carolina",11,37,NC,NC-11-2012,41.5,57.1,39.1,59.6
352745,384140,34.4,736885,356865,317503,2326,28784,645517,62016,83622,89800,81412,20671,180919,104956,10556,27796,168716,4785,36757,0.4698,43690,38.2,312172,1293,19955,37389,33292,18316,5868,25447,28522,44125,26581,6967,760,367731,312172,55559,52640,7623,1237,2713,"Congressional District 12 (112th Congress), North Carolina",12,37,NC,NC-12-2012,68.0,31.3,67.8,31.3
385346,392804,35.0,778150,493025,221864,1868,18149,694765,54393,77079,77221,103051,24473,188728,130345,10921,32385,131803,6542,44577,0.4527,49331,39.1,363930,3086,26480,44378,41870,12857,6607,23268,35567,43914,27812,19252,760,404262,363930,40332,47362,9087,1258,3671,"Congressional District 13 (112th Congress), North Carolina",13,37,NC,NC-13-2012,47.9,51.2,46.1,52.9
343944,339988,36.6,683932,614327,6857,38515,7070,663613,10789,16626,41589,86615,26817,151278,142172,16781,21045,80882,9275,51704,0.4448,55556,38.7,370830,33944,26970,25080,44670,21286,5532,23141,35232,58593,20936,16873,626,382841,370830,12011,11889,1262,187,136,"Congressional District (at Large) (112th Congress), North Dakota",AL,38,ND,ND-AL-2012,44.6,53.3,38.9,58.7
292494,311016,36.6,603510,396351,181167,706,6849,574462,18762,26203,55266,64003,22822,140029,91612,9690,20589,125241,3720,40309,0.4714,40916,40.4,271839,801,14066,30617,31073,13755,4271,19971,22439,46256,22390,8418,647,314807,271839,42968,8385,945,124,371,"Congressional District 1 (112th Congress), Ohio",01,39,OH,OH-01-2012,47.2,51.8,46.3,52.4
329334,344658,38.7,673992,615134,29565,329,15777,644930,11121,25915,51839,94843,28264,170696,135161,17262,35830,81180,15173,55269,0.4705,46269,41.9,313077,1781,18097,44036,35050,12214,5547,25742,26560,44577,20680,9488,742,342746,313077,29669,7566,699,379,253,"Congressional District 2 (112th Congress), Ohio",02,39,OH,OH-02-2012,44.3,54.2,43.7,54.7
310814,332618,39.9,643432,503739,108327,1646,12520,614957,12976,23842,49268,68671,24352,147867,121715,12473,26415,100237,6744,45217,0.4571,55105,41.2,280525,1035,14800,37976,33268,13201,7211,15734,24240,46973,18080,15357,701,314944,280525,34419,7920,2558,1116,780,"Congressional District 3 (112th Congress), Ohio",03,39,OH,OH-03-2012,67.4,31.3,69.7,28.9
317783,313259,39.7,631042,577608,33582,1325,3635,619422,4519,8847,54247,40074,22709,148771,124160,8038,13982,99007,3978,43781,0.4324,49839,41.7,274547,5177,12586,66791,26213,13347,5777,11487,24050,41434,19432,8665,616,309850,274547,35303,9386,1526,251,181,"Congressional District 4 (112th Congress), Ohio",04,39,OH,OH-04-2012,43.7,54.4,42.0,56.0
306595,316574,39.3,623169,586042,10591,913,4815,608796,6846,12474,38517,45115,23957,147491,130459,8435,14898,81257,3865,46428,0.4145,46780,41.2,286945,6327,17291,65892,30958,13706,4013,12961,26628,43879,17392,9418,626,317790,286945,30845,25867,1772,351,35,"Congressional District 5 (112th Congress), Ohio",05,39,OH,OH-05-2012,46.0,52.2,44.1,53.9
304114,313294,42.0,617408,582402,17011,854,4201,606406,4017,8264,55563,44273,20991,125962,121263,9767,12254,102344,2980,41339,0.4391,52667,41.9,253694,5554,16393,34934,32982,15329,4528,11386,26743,43154,18129,10484,569,281605,253694,27911,2141,2788,459,0,"Congressional District 6 (112th Congress), Ohio",06,39,OH,OH-06-2012,44.7,53.1,42.7,55.2
341626,346279,38.0,687905,581133,67121,1174,9348,659876,13594,22559,51861,61636,25144,165708,135335,11903,21688,108598,5443,48501,0.4367,60655,40.5,298152,3559,14979,36628,40947,15771,3970,16964,29309,41805,22339,22271,752,332278,298152,34126,11860,1587,13,45,"Congressional District 7 (112th Congress), Ohio",07,39,OH,OH-07-2012,46.9,50.9,44.2,53.7
326039,337568,37.8,663607,589644,42245,1202,13080,636474,10963,22359,53578,55976,24165,164704,126557,9357,20162,98379,4491,47361,0.4328,52743,41.0,300605,4536,16907,62671,37319,13940,3721,16755,25454,37781,22317,10087,719,334232,300605,33627,10848,5118,333,512,"Congressional District 8 (112th Congress), Ohio",08,39,OH,OH-08-2012,38.1,60.3,36.4,61.9
303059,316827,38.9,619886,485121,94052,1494,6445,599790,7526,17251,48351,53761,21667,141847,104422,8724,18989,119468,4555,41792,0.4575,46044,40.5,268797,1896,12795,39678,29259,16085,3473,13046,25702,47284,22534,8401,665,307363,268797,38566,25764,4978,575,6,"Congressional District 9 (112th Congress), Ohio",09,39,OH,OH-09-2012,66.8,31.6,67.6,30.9
288153,308380,40.4,596533,503609,51587,1058,14548,535342,20581,48919,51024,74888,24726,132711,100503,12161,27919,92897,4018,44615,0.4413,43250,41.3,278165,1144,14402,34633,31893,12447,4855,20153,20951,44620,23388,11282,698,309193,278165,31028,7747,30331,135,1697,"Congressional District 10 (112th Congress), Ohio",10,39,OH,OH-10-2012,49.31,49.3,48.2,50.1
247273,286950,39.1,534223,188169,317430,811,12371,499266,14326,29944,55608,51972,20860,119156,66523,9205,18365,134239,5955,32919,0.5414,34166,40.0,213163,387,6498,21097,19295,9266,4201,16853,23012,48286,14380,10210,689,255181,213163,42018,2604,6467,710,882,"Congressional District 11 (112th Congress), Ohio",11,39,OH,OH-11-2012,82.0,17.2,82.7,16.5
366939,391318,36.5,758257,539696,158683,1520,27248,691528,33681,59129,41875,126236,30720,196023,138173,17319,51297,103591,16809,57436,0.4769,49761,40.9,372857,1197,13760,29660,46238,17533,10727,42935,32116,56672,23655,19317,777,405156,372857,32299,17063,5507,88,221,"Congressional District 12 (112th Congress), Ohio",12,39,OH,OH-12-2012,44.8,53.7,43.9,54.4
311317,333720,40.8,645037,532258,74064,1914,11751,606647,10696,29157,44516,75214,25994,149029,119545,11399,28224,99261,8035,48800,0.4593,48644,42.6,297648,734,16289,48021,33507,15150,4401,20871,23231,46336,23485,10821,731,334534,297648,36886,6764,20221,98,255,"Congressional District 13 (112th Congress), Ohio",13,39,OH,OH-13-2012,62.3,35.8,62.9,35.4
315187,327941,42.5,643128,597406,23270,494,10430,606083,12749,31483,39491,84322,27650,148344,135987,13661,32783,63585,12349,56132,0.4580,49822,43.7,313613,2550,17144,58619,34895,12214,4361,23033,26169,47000,18035,9686,744,340143,313613,26530,7981,5509,392,207,"Congressional District 14 (112th Congress), Ohio",14,39,OH,OH-14-2012,49.1,49.4,47.6,50.9
345037,349979,33.3,695016,563852,70606,1323,26913,634956,32140,54841,49900,98354,26547,153979,112914,14616,33113,115643,8762,49406,0.4587,40826,36.2,345489,1989,15578,30191,40068,16601,9455,29374,37681,45513,28883,15108,791,376352,345489,30863,19405,4091,694,2410,"Congressional District 15 (112th Congress), Ohio",15,39,OH,OH-15-2012,46.1,52.2,46.3,51.9
316977,329282,40.8,646259,595504,30383,935,4836,631340,4742,11958,46424,67594,23567,151972,132132,12216,21738,94187,6002,45927,0.4459,50451,42.5,297524,4274,17041,57422,35005,13081,4637,16013,26708,46432,19564,6920,659,330429,297524,32905,3482,3026,555,40,"Congressional District 16 (112th Congress), Ohio",16,39,OH,OH-16-2012,47.2,51.3,45.2,53.4
374276,393682,36.1,767958,562554,69421,44871,16822,708276,36106,53039,54290,102674,25701,196064,146149,14888,40884,113526,10104,47305,0.4759,60392,39.6,363653,7485,22415,43775,40551,21247,9259,23987,30045,50261,24428,9571,717,390068,363653,26415,63614,3221,394,63,"Congressional District 1 (112th Congress), Oklahoma",01,40,OK,OK-01-2012,35.8,64.2,34.2,65.8
364945,369347,39.0,734292,495536,25495,98883,2806,719196,8822,12013,81292,51479,19485,179801,142834,9801,13968,148139,3399,37268,0.4484,65568,40.7,282885,15160,21059,37693,32827,16009,3122,11332,27900,40667,14283,17921,575,315899,282885,33014,26607,1845,279,98,"Congressional District 2 (112th Congress), Oklahoma",02,40,OK,OK-02-2012,34.3,65.7,32.2,67.8
367622,361175,37.3,728797,587496,27672,39439,8672,692813,20575,30114,70765,67855,22220,174094,143949,9949,20861,113487,4172,42458,0.4374,59517,39.9,321113,29426,23106,29347,37142,17604,3782,16724,33067,36561,19214,23180,614,347729,321113,26616,52982,1765,251,0,"Congressional District 3 (112th Congress), Oklahoma",03,40,OK,OK-03-2012,27.1,72.9,26.1,73.9
397227,399729,35.3,796956,616676,48826,41714,16545,748054,18317,36726,59576,82967,24553,191428,152717,13136,28384,108721,6301,47310,0.4284,75114,38.1,364984,14819,22938,29795,47066,18705,5728,19801,37511,48193,24957,33939,717,387536,364984,22552,51214,4774,181,215,"Congressional District 4 (112th Congress), Oklahoma",04,40,OK,OK-04-2012,33.9,66.1,32.9,67.1
373773,389732,34.3,763505,529832,103978,35826,20668,680371,54630,76965,72183,91244,22399,194246,129505,13592,33602,149425,10556,42046,0.4957,59133,38.5,349124,13184,31082,23744,43365,13858,7350,21427,27338,45778,26067,26659,721,377457,349124,28333,95636,2840,1197,0,"Congressional District 5 (112th Congress), Oklahoma",05,40,OK,OK-05-2012,40.8,59.2,40.8,59.2
403451,411212,36.7,814663,651070,13365,9346,54624,697099,65017,109804,49795,128935,28620,191509,157483,18787,39159,111337,15635,58923,0.4641,53858,40.1,397825,7234,17388,67783,45301,14271,6566,29819,34604,47422,27452,13552,903,440601,397825,42776,90823,2583,839,296,"Congressional District 1 (112th Congress), Oregon",01,41,OR,OR-01-2012,59.6,37.7,57.3,40.0
384000,390335,41.0,774335,699896,4707,15115,9230,721297,27883,45552,62915,79658,21243,174463,156873,12143,18863,133945,5323,40716,0.4421,79838,41.6,315698,21723,16533,30767,39462,13843,7466,13106,26116,46094,25580,17670,778,369191,315698,53493,88409,1612,1301,1380,"Congressional District 2 (112th Congress), Oregon",02,41,OR,OR-02-2012,43.3,53.8,40.5,56.8
380028,391324,36.1,771352,608219,41128,6705,52205,649596,68450,113466,64278,108528,24791,171063,129489,15786,23052,145969,7550,46762,0.4539,46221,39.1,371810,3418,18671,37687,43528,20042,7855,22453,30032,55672,36962,11319,880,416890,371810,45080,76707,1898,1392,0,"Congressional District 3 (112th Congress), Oregon",03,41,OR,OR-03-2012,72.9,24.3,72.0,24.7
367905,375946,41.5,743851,672261,4387,12704,14750,701107,24359,36795,48086,75027,20443,147697,144040,9914,15666,154017,4279,40342,0.4411,73129,40.9,299109,13541,15714,26808,41885,14691,4957,11442,32852,41734,24401,14375,773,344527,299109,45418,41742,1190,375,62,"Congressional District 4 (112th Congress), Oregon",04,41,OR,OR-04-2012,54.2,42.7,51.7,45.0
378732,388926,38.9,767658,647911,6480,8156,22100,687149,48471,71996,56591,94169,24959,177288,146338,15126,28349,117015,10610,50599,0.4578,66148,41.3,325894,13404,18944,30308,42118,12256,5311,21176,31978,44105,18361,23462,830,371762,325894,45868,99845,2554,293,0,"Congressional District 5 (112th Congress), Oregon",05,41,OR,OR-05-2012,53.0,44.2,50.5,47.1
310601,348501,32.5,659102,208804,312255,1866,42738,536566,44709,84216,100510,47834,18139,163867,56580,7678,15748,208415,3484,31992,0.5053,30017,36.8,246303,537,11296,15800,25479,12271,4402,12943,21071,54660,22748,13606,842,300239,246303,53936,7011,93729,1642,10536,"Congressional District 1 (112th Congress), Pennsylvania",01,42,PA,PA-01-2012,53.9,45.0,50.2,48.6
291408,342084,32.4,633492,219244,349433,919,36720,561726,35513,62164,59600,69495,21285,126221,59170,10440,20845,174173,8455,34321,0.5259,29313,34.1,251862,698,6267,12928,24771,12404,5795,16560,36773,51395,15770,13664,856,297798,251862,45936,5188,17002,1101,2933,"Congressional District 2 (112th Congress), Pennsylvania",02,42,PA,PA-02-2012,73.1,26.1,77.4,21.8
313374,321526,41.1,634900,586689,27688,1228,5325,614419,6961,15523,44481,60042,21761,135412,124185,11266,16501,88819,4123,42710,0.4315,54929,41.3,287867,4942,15382,47607,35977,13211,4216,12310,25605,51622,20786,9800,605,316572,287867,28705,5161,6639,104,381,"Congressional District 3 (112th Congress), Pennsylvania",03,42,PA,PA-03-2012,91.8,7.8,91.7,7.6
316800,338874,43.7,655674,611490,22222,496,10121,633933,8286,18964,32866,98174,28611,141400,141377,17726,37937,56759,15237,58053,0.4632,53989,44.3,317616,2842,17036,36587,36160,19922,6377,21805,26421,53242,19440,10285,713,339704,317616,22088,2965,1493,482,280,"Congressional District 4 (112th Congress), Pennsylvania",04,42,PA,PA-04-2012,59.5,39.6,56.1,42.8
327706,322377,40.5,650083,616394,12146,1865,11135,627982,10516,18632,49477,52412,21009,123348,129287,10923,12450,97766,4172,42270,0.4422,55095,40.6,290459,8674,17377,45642,34189,16028,4335,9576,38660,40787,21868,12752,651,314887,290459,24428,2768,4714,348,520,"Congressional District 5 (112th Congress), Pennsylvania",05,42,PA,PA-05-2012,62.8,36.3,63.4,35.7
364381,383810,39.1,748191,623863,61192,843,30577,676550,29700,59194,43407,118971,32501,180048,150155,17092,46932,67416,24055,68343,0.4620,48967,42.1,363772,3242,21089,49155,40273,15234,7328,31718,36600,51002,17333,9123,1013,397830,363772,34058,13559,25889,2688,6256,"Congressional District 6 (112th Congress), Pennsylvania",06,42,PA,PA-06-2012,55.7,43.4,51.0,47.8
329849,352676,39.8,682525,556754,69848,633,39928,616683,24059,60277,29181,111250,34900,154989,133765,19443,46204,44076,24241,69522,0.4576,39622,42.2,336043,1278,16470,31454,35673,14544,8796,30400,41239,52312,16654,10309,1049,362917,336043,26874,3545,5833,347,127,"Congressional District 7 (112th Congress), Pennsylvania",07,42,PA,PA-07-2012,56.6,42.1,52.9,45.9
334368,348168,42.2,682536,606173,29254,665,27652,616554,17729,58354,33790,101107,33646,154573,143061,16239,36033,43861,18535,70994,0.4294,45228,44.0,343903,1834,22134,40147,41017,13650,7985,28493,31627,48540,18932,12806,1117,373187,343903,29284,6560,15515,1497,1028,"Congressional District 8 (112th Congress), Pennsylvania",08,42,PA,PA-08-2012,56.7,42.3,55.3,43.4
334942,336119,42.0,671061,640841,14974,1180,4367,655053,6506,12104,63051,49290,22904,144869,142725,11028,14082,87574,3427,44861,0.4108,58574,42.2,296080,10596,20486,41141,40773,17990,3817,10539,24197,48643,18348,16033,647,323411,296080,27331,5352,4588,374,148,"Congressional District 9 (112th Congress), Pennsylvania",09,42,PA,PA-09-2012,45.6,53.0,41.2,57.2
336024,335001,43.1,671025,629963,19114,663,5675,647927,7457,18475,56676,61686,23237,140760,137915,13635,16661,76940,5782,47243,0.4263,59515,43.1,296088,8231,19452,39453,37402,15295,3910,14463,28340,50930,16458,16363,682,323718,296088,27630,3429,7406,1299,906,"Congressional District 10 (112th Congress), Pennsylvania",10,42,PA,PA-10-2012,48.6,50.3,46.0,52.6
334277,351304,41.7,685581,609191,40168,815,9646,634166,21528,44196,55708,58759,21492,139340,124253,13236,17508,104735,4181,43240,0.4397,63354,41.9,302029,2001,17698,37442,39027,16933,7400,16212,27774,49174,21821,15789,673,337313,302029,35284,11989,18149,1535,11382,"Congressional District 11 (112th Congress), Pennsylvania",11,42,PA,PA-11-2012,42.0,57.1,38.0,60.5
296368,308071,43.7,604439,561843,25600,556,2197,595159,2670,6224,50750,50813,21095,115454,115679,9751,13473,90373,3590,39937,0.4349,57435,42.1,258232,7566,17787,31898,32733,15102,4592,10689,24906,44401,17201,9000,584,282495,258232,24263,2368,3019,128,0,"Congressional District 12 (112th Congress), Pennsylvania",12,42,PA,PA-12-2012,41.7,57.0,36.8,61.5
323750,341488,39.8,665238,517348,67453,504,46303,570429,33988,83895,49999,93858,29441,153291,119863,16347,32871,75547,14265,57277,0.4808,41548,42.0,305987,729,18342,35765,30627,11390,5336,27219,28173,53962,17218,13131,959,345266,305987,39279,6151,27655,1915,3993,"Congressional District 13 (112th Congress), Pennsylvania",13,42,PA,PA-13-2012,37.0,61.8,32.1,66.6
279411,300189,38.3,579600,398220,143293,1076,16912,544544,17539,30851,39940,59176,21596,104750,78305,10120,16990,113369,5586,36126,0.4856,41668,37.5,266978,682,12103,18158,30486,11172,4865,19155,34351,48875,23533,11361,677,299696,266978,32718,3710,3188,671,642,"Congressional District 14 (112th Congress), Pennsylvania",14,42,PA,PA-14-2012,44.7,54.2,40.6,58.3
353961,369155,40.5,723116,621892,36603,651,18415,640796,26723,59266,65443,81310,25775,161620,143530,13005,28665,82450,9922,55055,0.4398,51863,41.8,342332,2523,19578,52521,39955,18220,7667,23399,31314,49029,18163,9970,882,377275,342332,34943,7011,62425,1405,15923,"Congressional District 15 (112th Congress), Pennsylvania",15,42,PA,PA-15-2012,42.6,55.8,35.7,62.6
351764,365716,37.8,717480,625759,32384,823,11581,652404,25237,44255,77020,75057,25135,175483,142078,12442,20620,89702,8866,53399,0.4331,47855,40.9,339753,12751,23656,55007,44313,16212,3941,18136,25918,45593,23707,8470,837,369960,339753,30207,22921,49972,1641,9589,"Congressional District 16 (112th Congress), Pennsylvania",16,42,PA,PA-16-2012,49.6,49.0,46.9,51.7
337270,344125,41.5,681395,578724,55516,788,12104,641915,14472,27495,59346,64141,26756,148118,139612,12169,17512,73775,7078,52306,0.4208,56478,42.2,323781,6901,17966,48311,36850,18880,4864,19063,22982,50237,19373,23437,752,356048,323781,32267,9320,24325,473,4235,"Congressional District 17 (112th Congress), Pennsylvania",17,42,PA,PA-17-2012,48.6,50.5,47.2,51.7
320184,344715,44.1,664899,622639,18013,880,14044,637883,10619,22552,27725,109300,28488,135715,143297,20536,40235,51661,11756,57295,0.4281,57855,43.9,325047,3164,18279,35577,38424,20108,6655,24997,28778,51246,21734,10281,761,348551,325047,23504,3641,2263,221,163,"Congressional District 18 (112th Congress), Pennsylvania",18,42,PA,PA-18-2012,63.4,35.7,63.5,35.2
249264,269633,39.6,518897,430276,32774,596,16161,431626,38872,75123,55987,67156,27375,104746,89452,11431,21422,68534,7788,52096,0.4675,35864,40.2,252989,1823,11098,28532,30170,7525,4552,17739,28601,42928,22672,12065,855,279043,252989,26054,5719,18985,868,9882,"Congressional District 1 (112th Congress), Rhode Island",01,44,RI,RI-01-2012,66.6,31.8,66.2,32.2
259132,273273,39.5,532405,428724,30623,3774,17074,454739,31768,66447,52424,66893,27172,114328,92043,11756,19258,80285,8544,55192,0.4668,35999,41.3,258246,964,11827,27197,33161,11216,3780,20513,28499,40041,20980,12446,906,290773,258246,32527,5397,16108,511,27265,"Congressional District 2 (112th Congress), Rhode Island",02,44,RI,RI-02-2012,59.9,38.3,59.8,38.3
420525,448264,37.9,868789,649491,166990,2475,15080,806853,33016,51592,65164,116540,25094,187487,163504,14035,40876,138498,8563,48172,0.4445,92919,39.4,396807,2454,35059,35953,54678,16660,6595,21142,27460,47820,44847,22354,893,442578,396807,45771,31901,7736,772,1129,"Congressional District 1 (112th Congress), South Carolina",01,45,SC,SC-01-2012,42.7,56.1,40.2,58.3
411320,421896,37.4,833216,548525,231998,1944,15219,772439,36090,51170,62152,101701,25839,194993,158054,10895,40560,117602,10733,49797,0.4573,72979,40.0,366385,5544,23128,31137,45532,19432,4651,31712,33771,43654,30518,27537,847,406306,366385,39921,31795,6090,1648,225,"Congressional District 2 (112th Congress), South Carolina",02,45,SC,SC-02-2012,39.4,59.5,39.4,59.1
357927,369417,40.4,727344,560202,137406,1237,5495,701930,10246,19678,92266,66021,21027,159472,139393,11242,20398,133925,4363,39986,0.4500,58889,41.0,291284,3556,19008,55274,34094,13107,3939,12086,28130,39675,17512,11674,647,330033,291284,38749,16381,3138,696,73,"Congressional District 3 (112th Congress), South Carolina",03,45,SC,SC-03-2012,35.1,63.5,33.9,64.5
378285,401243,37.8,779528,581412,154409,2204,15342,717944,36104,54197,79024,84672,23724,189793,150641,11825,32567,132388,7499,44358,0.4629,57938,40.8,344681,1826,22113,65337,42786,14600,5718,17851,29823,45295,23039,11000,704,386672,344681,41991,31280,7113,1187,829,"Congressional District 4 (112th Congress), South Carolina",04,45,SC,SC-04-2012,37.7,60.6,36.2,62.2
375177,398761,38.5,773938,499392,238638,4396,7440,741451,19262,27319,97154,69609,21605,188217,146131,9510,27622,160654,5508,39121,0.4774,63256,40.8,309534,5247,19236,54119,39760,17482,5479,17962,26066,39356,22337,13857,671,358300,309534,48766,19574,3835,275,209,"Congressional District 5 (112th Congress), South Carolina",05,45,SC,SC-05-2012,43.8,55.0,43.6,55.1
