Total_Males,Total_Females,Median_Age,Total_Pop,Total_White_People,Total_Afr_Am_People,Total_American_Ind_Alk_Ntv,Total_Asian,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Less_Highschool,Total_Bachelor_Holders,Median_Income,Total_Children,Total_Married_Households,Total_STEM,Total_Business_Degree,Below_Poverty_Level_LTM,Total_Wealthy_Households,Median_Household_Income,Gini_Index,Total_Veterans,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Information,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Median_Gross_Rent,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Total_Mexican_Origin,Total_Puerto_Rican_Origin,Total_Cuban_Origin,Total_Dominican_Origin,District_Name,CD,State_Id,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
299979,324032,47.0,624011,543230,35675,1154,22340,539953,31740,69885,49867,84333,25513,101744,108368,13693,31523,78516,8242,44314,0.4750,66804,44.1,285687,1105,13501,22670,33152,11971,5014,29191,18169,43378,26581,12038,915,321617,285687,35930,10486,17488,5986,1265,"Congressional District 10 (112th Congress), Florida",10,12,FL,FL-10-2012,60.9,38.5,60.7,38.4
339339,351567,36.0,690906,424820,196161,5793,21693,535233,69476,118998,79834,71029,21347,151147,93327,10980,31665,166326,6263,36328,0.5064,48799,38.8,300607,1564,15118,16414,36795,13630,6122,29617,23722,42732,30008,11143,863,351037,300607,50430,23302,61080,53010,5355,"Congressional District 11 (112th Congress), Florida",11,12,FL,FL-11-2012,42.6,56.1,39.8,59.2
411632,434372,38.3,846004,636803,137417,2150,14866,706925,66625,103201,94577,77847,22312,201124,146837,11138,30217,151079,3621,42338,0.4201,74314,40.5,339055,12697,24802,17443,46574,14906,6146,27999,27911,40257,28989,15872,857,383324,339055,44269,76830,58273,19436,6677,"Congressional District 12 (112th Congress), Florida",12,12,FL,FL-12-2012,47.4,51.2,45.5,53.0
369972,394453,49.9,764425,676466,40412,1832,10646,655748,57965,99809,64037,94508,24878,137747,162015,16630,34910,106790,10598,44754,0.4579,86504,44.4,295610,8039,19595,15298,43317,11357,5529,23830,19550,45828,26410,11945,917,333429,295610,37819,52778,9842,8874,3313,"Congressional District 13 (112th Congress), Florida",13,12,FL,FL-13-2012,55.5,43.0,54.6,43.9
428554,447213,49.1,875767,752932,58965,4112,14181,722799,81620,134372,73944,114725,24434,156348,176536,19948,43441,120980,16333,47217,0.5028,94566,43.4,338417,5239,31251,10896,46171,13774,4213,26355,25722,42275,34555,14234,896,388921,338417,50504,45737,31437,32271,3209,"Congressional District 14 (112th Congress), Florida",14,12,FL,FL-14-2012,58.1,40.9,57.6,41.2
411825,431898,42.8,843723,694846,79389,1678,17581,681992,50379,106226,72684,90444,23074,182757,153462,13453,29024,110714,9015,43838,0.4573,88754,42.5,348506,1610,19624,22736,49653,17247,4135,16574,25052,42774,34998,19749,901,401633,348506,53127,22551,93053,14551,9984,"Congressional District 15 (112th Congress), Florida",15,12,FL,FL-15-2012,46.7,52.1,46.6,52.2
392090,402745,46.9,794835,654200,74097,2171,13750,677579,46913,100793,78797,81834,22555,156462,160109,15914,27383,126269,10502,44194,0.4944,80600,44.3,303716,9347,22900,15830,47031,16302,4364,16495,22939,45440,23108,15262,925,351827,303716,48111,53178,22658,17870,5120,"Congressional District 16 (112th Congress), Florida",16,12,FL,FL-16-2012,47.7,51.2,45.1,53.7
313915,347643,34.9,661558,228604,390715,901,12215,395663,118191,247980,96315,46771,18300,158189,74112,7356,14936,169840,2105,34170,0.4588,20490,40.7,275374,612,13566,12752,40567,18080,4425,16105,21887,42016,28724,13028,902,331524,275374,56150,9934,25723,43346,15411,"Congressional District 17 (112th Congress), Florida",17,12,FL,FL-17-2012,43.9,54.7,41.3,57.6
363887,363615,39.7,727502,610551,60519,2076,11014,320656,207874,384389,116240,91601,20457,133331,104760,14144,41978,146324,15784,40010,0.5753,22793,40.1,342171,2709,25658,13944,40572,22766,6323,25802,23792,39971,40375,12100,1022,385629,342171,43458,16748,22879,265316,14867,"Congressional District 18 (112th Congress), Florida",18,12,FL,FL-18-2012,51.2,47.9,47.7,51.4
362651,398243,45.4,760894,612529,96696,2067,19330,550774,95817,192101,56077,114743,24838,151180,144676,15179,51386,103976,11328,45737,0.4866,64731,42.5,318804,1807,20668,12147,44450,15225,6965,26218,24828,39820,26021,12749,1134,359350,318804,40546,22538,24291,20342,8467,"Congressional District 19 (112th Congress), Florida",19,12,FL,FL-19-2012,42.3,56.8,38.7,60.5
338348,361959,40.8,700307,536637,91673,1678,23459,449880,106474,231393,49722,105769,27674,151105,119523,19314,52778,87824,16433,52713,0.5063,33723,42.6,337409,694,18923,17223,38441,15928,9455,31587,28215,44285,28348,13654,1207,380885,337409,43476,13113,29821,48762,11568,"Congressional District 20 (112th Congress), Florida",20,12,FL,FL-20-2012,80.9,18.6,82.5,17.1
338383,363471,39.8,701854,604034,53680,2124,19596,283062,189103,398942,97246,83636,20358,147718,109351,15232,33075,123632,7815,43127,0.4730,13682,41.9,323023,1390,18366,19260,49909,23680,7690,19119,26970,40832,21215,10574,1110,368455,323023,45432,8907,28710,341816,17379,"Congressional District 21 (112th Congress), Florida",21,12,FL,FL-21-2012,63.4,35.9,60.4,38.9
341325,354124,46.0,695449,608637,48135,1209,17983,545592,61942,134417,43181,127668,30994,122481,127229,18199,55659,75955,22348,57929,0.5084,57411,44.2,336592,963,21833,19155,42721,13491,7680,29550,28378,38665,28087,14745,1190,372317,336592,35725,13616,18870,29790,2534,"Congressional District 22 (112th Congress), Florida",22,12,FL,FL-22-2012,58.3,41.0,56.3,43.0
336953,352117,34.3,689070,252623,391140,2699,12040,473224,119766,201836,107652,50927,18481,169484,75516,7857,20629,187957,3006,34974,0.4587,28269,39.3,285019,4065,17162,12040,40302,11605,5896,16439,24025,40899,30429,12889,937,346850,285019,61831,31862,18764,16921,7151,"Congressional District 23 (112th Congress), Florida",23,12,FL,FL-23-2012,62.0,37.3,61.4,38.0
388135,401655,39.8,789790,651166,66177,3211,22845,669237,32935,80206,52169,98935,25253,159251,140902,17320,38272,101263,9838,49434,0.4523,73874,41.2,355319,1722,21422,23259,47247,19697,7297,25390,35686,45525,29054,17015,999,399876,355319,44557,17883,61613,12399,11727,"Congressional District 24 (112th Congress), Florida",24,12,FL,FL-24-2012,84.0,15.6,85.7,13.9
419001,432276,36.6,851277,711943,93772,2218,10977,401066,197046,419149,120607,94899,21545,205011,126196,16916,36138,149556,5593,50221,0.4341,24906,42.1,380603,8696,23785,16958,55332,28685,6842,24795,27756,50876,32292,15708,1117,428929,380603,48326,53576,37077,295125,22634,"Congressional District 25 (112th Congress), Florida",25,12,FL,FL-25-2012,40.6,58.8,44.9,54.5
368595,366788,35.6,735383,501617,184997,2047,9759,684762,24010,36882,81127,59241,22192,179014,132082,11065,19974,150559,4926,40566,0.4522,73212,39.0,285547,6483,18584,29999,40242,16213,3407,11690,21327,36858,23456,29627,746,321618,285547,36071,35336,6886,1342,1116,"Congressional District 1 (112th Congress), Georgia",01,13,GA,GA-01-2012,44.4,55.0,43.0,55.9
313109,319149,35.5,632258,293234,306359,747,5708,603302,16702,22915,91981,30596,18039,154215,91381,3607,11753,170008,2311,31239,0.4744,47447,39.4,222202,9009,12608,26347,25225,10771,3822,11498,24277,30606,17216,16869,653,261437,222202,39235,19153,2934,1002,192,"Congressional District 2 (112th Congress), Georgia",02,13,GA,GA-02-2012,57.9,41.6,58.6,40.8
401778,427893,37.9,829671,578353,207485,1013,16895,773829,24106,45092,74314,89717,25564,218286,165756,12972,35446,133948,9618,52832,0.4425,68632,42.5,350598,2326,18882,45842,45602,32000,6890,20807,35101,36969,21254,20273,870,399015,350598,48417,26476,6732,1497,243,"Congressional District 3 (112th Congress), Georgia",03,13,GA,GA-03-2012,34.0,65.3,33.0,65.9
333996,351285,32.9,685281,196507,374049,2123,36628,529738,99213,147783,73748,87549,23207,178957,89355,13267,34282,149575,4721,44534,0.4475,35804,39.4,307168,564,25167,25349,33007,20037,9001,17371,27288,33811,27235,17434,920,362913,307168,55745,73537,1838,3077,3202,"Congressional District 4 (112th Congress), Georgia",04,13,GA,GA-04-2012,73.2,26.3,73.6,25.6
315868,328424,33.5,644292,270161,323134,1419,24156,569416,45098,64241,52462,122233,25741,126413,67441,14655,49351,145458,20087,45495,0.5736,27874,36.1,304154,405,11342,12567,29167,19780,11862,21963,35424,30714,29643,12001,901,349130,304154,44976,39974,3675,1577,230,"Congressional District 5 (112th Congress), Georgia",05,13,GA,GA-05-2012,84.4,15.0,83.1,15.8
384224,396152,37.4,780376,601618,84931,1576,59755,650458,62770,117414,36211,181625,36254,203813,163475,21364,78694,66973,29751,73602,0.4644,46119,41.9,390930,2591,17210,31014,48293,14579,15857,40139,32689,37342,29433,9542,987,424064,390930,33134,33248,7428,5221,994,"Congressional District 6 (112th Congress), Georgia",06,13,GA,GA-06-2012,40.1,59.0,37.5,60.8
449717,467272,35.5,916989,542622,211877,3675,83189,726074,80691,167518,76636,133553,29148,259086,172693,19525,62893,123839,11668,59144,0.4326,47330,42.2,419257,1530,28878,34916,53722,18868,13461,28700,33443,46897,26412,14418,987,471013,419257,51756,59650,15527,3719,3315,"Congressional District 7 (112th Congress), Georgia",07,13,GA,GA-07-2012,39.1,60.1,38.3,60.2
344405,369084,36.5,713489,426987,249477,1403,8351,676465,23029,32168,88077,52210,22154,179517,123833,7990,20514,143096,3210,39107,0.4586,58665,40.8,282242,6029,19964,29707,31816,15962,3798,17720,28112,38474,18380,25893,707,321058,282242,38816,24007,2678,1435,84,"Congressional District 8 (112th Congress), Georgia",08,13,GA,GA-08-2012,37.8,61.6,37.5,61.6
417904,418152,37.7,836056,753297,34164,2465,11136,759879,46085,70539,109494,75006,22092,216721,158486,9668,28646,131177,7127,45548,0.4490,55511,41.0,343310,4307,25702,65338,43769,16830,7879,21282,24963,31426,25185,11981,740,394669,343310,51359,79795,2884,1698,532,"Congressional District 9 (112th Congress), Georgia",09,13,GA,GA-09-2012,24.3,74.7,20.5,78.1
362904,379302,36.1,742206,551044,150873,1296,16914,696272,24350,38822,75646,70481,22066,171556,132491,12970,22186,147991,6536,41809,0.4699,57373,39.8,306281,6370,20812,38949,38090,12269,4553,13442,42367,35907,22764,15454,745,337330,306281,31049,30513,3835,808,479,"Congressional District 10 (112th Congress), Georgia",10,13,GA,GA-10-2012,38.8,60.4,36.3,62.5
391934,396254,36.3,788188,607539,134919,4258,9739,720763,37356,59096,71166,84405,24483,200878,153335,10661,33621,127905,7458,50229,0.4426,57582,40.4,355530,2380,26725,44929,43567,19665,8201,18004,35662,38507,28029,13496,815,405020,355530,49490,37739,6808,2067,9,"Congressional District 11 (112th Congress), Georgia",11,13,GA,GA-11-2012,34.7,64.3,31.5,66.9
342475,362360,33.4,704835,364791,307187,984,9628,665367,20784,31203,81118,49880,20480,171968,102660,7729,14218,169225,3764,36340,0.4746,55007,38.6,273605,5805,17799,31178,37046,16443,4271,8405,27907,39751,23928,18527,747,306692,273605,33087,21596,6170,1266,32,"Congressional District 12 (112th Congress), Georgia",12,13,GA,GA-12-2012,43.9,55.6,43.6,55.4
382087,424099,33.2,806186,274191,452475,1974,30983,684868,65659,109248,77352,83152,24549,227645,114710,11451,35158,167989,5467,43537,0.4502,56035,39.3,352952,1860,22590,28458,40141,35903,9502,21491,31655,37937,26090,20629,875,420372,352952,67420,59502,6926,4583,2051,"Congressional District 13 (112th Congress), Georgia",13,13,GA,GA-13-2012,67.1,32.3,69.2,30.0
331180,336437,39.1,667617,116245,14826,1001,345004,487030,68159,155160,46705,99955,31032,136004,108646,13653,31452,61049,11886,64870,0.4222,52942,40.3,320002,1626,17170,12021,39703,16120,5697,22355,31772,35093,45358,33633,1332,340098,320002,20096,12888,18301,356,583,"Congressional District 1 (112th Congress), Hawaii",01,15,HI,HI-01-2012,70.3,28.3,69.7,29.0
357420,349773,37.8,707193,227107,11455,2941,178820,602719,40474,90931,41683,80276,27291,168353,120995,11592,24013,100241,8820,58844,0.4364,56276,41.4,309521,8300,24899,7446,35682,18806,4547,14184,31226,33951,43806,23140,1273,341701,309521,32180,21606,25533,1369,261,"Congressional District 2 (112th Congress), Hawaii",02,15,HI,HI-02-2012,73.4,24.9,71.4,26.7
426650,424753,36.7,851403,794796,3216,11851,10715,799090,25022,42764,61406,97135,22338,225643,178655,13829,30363,128920,4730,45020,0.4240,69945,40.5,354662,15122,24192,39228,43832,17803,6965,22081,33720,45718,19875,21746,737,400730,354662,46068,72676,1602,1136,143,"Congressional District 1 (112th Congress), Idaho",01,16,ID,ID-01-2012,35.1,62.5,32.2,64.9
368264,365318,32.7,733582,670688,5176,8660,10198,674314,39345,52622,52293,77511,21085,202010,140615,13291,20671,126107,4962,42027,0.4412,51437,38.2,330254,26463,20703,30276,38817,16655,6105,14306,31695,43574,22305,20620,661,360003,330254,29749,86592,2333,648,0,"Congressional District 2 (112th Congress), Idaho",02,16,ID,ID-02-2012,37.1,60.5,33.1,64.1
269301,314515,35.9,583816,179948,356304,1837,13005,537834,23805,43377,57404,52833,21687,142940,65360,9842,16628,137140,3003,39384,0.4621,28163,40.2,221950,355,10892,17015,23035,19457,5435,13883,24126,39528,14531,12250,866,277519,221950,55569,50677,2126,40,64,"Congressional District 1 (112th Congress), Illinois",01,17,IL,IL-01-2012,80.8,18.5,78.9,20.2
283732,325109,37.2,608841,139679,422404,630,4368,563387,21118,42072,59430,49239,23885,160619,69860,9661,17979,129342,4224,44141,0.4528,38645,42.2,226448,489,8765,21116,19828,23503,6475,17596,19805,43290,11249,14745,891,282489,226448,56041,69900,5811,1254,100,"Congressional District 2 (112th Congress), Illinois",02,17,IL,IL-02-2012,81.1,18.2,80.7,18.5
327175,338932,36.3,666107,482083,40255,1537,23298,506933,77482,150933,81670,65603,26475,169453,110790,11395,23586,90914,6587,52730,0.4355,31691,40.7,295828,479,16472,37419,31507,20943,5497,22506,26298,31858,22747,16901,873,340069,295828,44241,209135,12893,1982,137,"Congressional District 3 (112th Congress), Illinois",03,17,IL,IL-03-2012,58.3,40.4,55.9,42.6
311932,303036,30.2,614968,365636,26109,1924,15126,368310,158380,224881,119259,59330,21410,168361,74397,5732,19327,156770,4797,40280,0.4641,8627,34.6,283167,594,16695,44314,30947,12619,4964,16347,18148,23279,40913,5410,855,328233,283167,45066,354995,51614,1666,1122,"Congressional District 4 (112th Congress), Illinois",04,17,IL,IL-04-2012,80.5,18.2,80.9,17.1
328422,324838,34.3,653260,484057,15871,1389,41629,458899,92074,178754,70922,117430,29814,128239,101056,14611,42309,81093,18699,53847,0.5204,22881,36.0,350140,720,16768,34433,30568,14942,7615,33180,28477,43747,28180,13597,958,388023,350140,37883,116327,34433,3778,1131,"Congressional District 5 (112th Congress), Illinois",05,17,IL,IL-05-2012,69.9,28.8,66.0,31.8
326890,334035,37.6,660925,510781,28454,994,69807,509087,71911,144800,45876,117827,31873,158577,134712,16737,48293,58384,13094,66495,0.4253,28236,41.1,335878,895,17525,52252,40118,21725,7522,27722,26285,35103,23265,7919,986,370080,335878,34202,98818,6272,1640,0,"Congressional District 6 (112th Congress), Illinois",06,17,IL,IL-06-2012,51.3,47.3,45.1,53.3
292509,336302,32.9,628811,223433,329562,923,36487,555805,35921,66052,58072,102468,28741,134187,70510,13798,42238,158480,18934,49955,0.5495,21590,35.4,285209,46,6741,18225,23723,15135,7459,31730,30718,42683,15786,12223,1029,334197,285209,48988,37431,11991,944,1574,"Congressional District 7 (112th Congress), Illinois",07,17,IL,IL-07-2012,89.4,9.9,87.2,11.8
363483,373720,37.2,737203,580851,36590,915,63315,588173,72441,140271,51002,113019,32472,193991,147998,19316,40843,73915,16367,70117,0.4331,37089,42.1,364077,1478,23510,57941,44607,16273,7691,28257,33136,39332,20906,10146,1031,404830,364077,40753,105803,9088,1744,689,"Congressional District 8 (112th Congress), Illinois",08,17,IL,IL-08-2012,61.5,37.1,57.4,40.9
311314,320550,39.7,631864,435679,66418,1056,93701,420860,91871,203148,54027,119663,28189,120562,105731,16424,40143,89600,14258,52843,0.4911,22147,40.7,309894,940,10746,25709,33591,17580,6689,24688,34671,46192,25544,10931,926,340444,309894,30550,51281,7029,1548,298,"Congressional District 9 (112th Congress), Illinois",09,17,IL,IL-09-2012,68.6,30.3,65.0,33.3
323412,326718,40.2,650130,528463,29327,1023,57332,510658,62894,132696,36882,128062,32463,159818,137421,19095,53847,59327,33231,76127,0.5075,31991,43.5,297734,732,12959,37525,32211,10498,7497,29731,25579,35640,16547,7364,1088,326090,297734,28356,85878,7024,1460,0,"Congressional District 10 (112th Congress), Illinois",10,17,IL,IL-10-2012,63.0,35.9,57.5,41.1
375494,387259,36.5,762753,638229,67350,1732,8566,708286,27620,50781,58936,74945,26507,192940,144301,15181,28696,90235,6840,56151,0.4171,49724,40.5,354349,6069,24149,40887,43292,25144,5820,21536,38613,47751,26437,14310,781,397881,354349,43532,77579,4225,354,302,"Congressional District 11 (112th Congress), Illinois",11,17,IL,IL-11-2012,61.3,37.5,57.8,40.6
324720,341356,38.2,666076,521555,118496,1103,7591,640268,11235,20857,50933,59287,23232,153780,115500,10205,19482,133748,3764,42005,0.4583,61893,41.5,280945,3494,17788,28880,35531,18099,3975,14888,28707,44782,18082,17244,702,311526,280945,30581,15282,1795,78,434,"Congressional District 12 (112th Congress), Illinois",12,17,IL,IL-12-2012,54.7,43.6,49.7,48.1
380302,401459,38.1,781761,622924,49882,991,71248,657399,45215,116961,28211,140439,36057,208072,166569,25526,64878,42940,31561,79517,0.4438,34609,42.3,379277,901,17043,44259,43932,22061,9298,35395,31594,51037,22179,8945,1137,416529,379277,37252,63614,6773,1368,3314,"Congressional District 13 (112th Congress), Illinois",13,17,IL,IL-13-2012,54.6,43.6,48.6,48.9
421137,424706,34.6,845843,651355,43472,2664,28800,705505,80490,132509,75824,105709,28233,233808,159473,15321,37186,104049,17079,64449,0.4239,41912,40.0,404644,3389,20059,64235,47744,20883,8347,29505,41177,43372,26306,13526,878,447669,404644,43025,179717,13625,1032,0,"Congressional District 14 (112th Congress), Illinois",14,17,IL,IL-14-2012,50.7,48.0,44.2,54.2
335829,341178,36.0,677007,583387,48901,1042,28210,633439,25610,39197,39657,73698,24328,145191,129664,12280,18880,107625,8238,48946,0.4621,47937,38.2,313257,9237,15674,37975,32774,15843,4735,24167,53037,41981,18356,10120,705,343718,313257,30461,17391,1874,646,0,"Congressional District 15 (112th Congress), Illinois",15,17,IL,IL-15-2012,42.8,55.4,34.1,63.9
354460,366544,39.3,721004,620093,47589,1209,15112,659736,31896,58002,53836,75446,26505,181846,144296,13230,29647,97868,9316,53165,0.4462,47090,42.2,331471,5771,16093,66887,37044,19194,7162,18903,26563,44292,20191,11364,741,376360,331471,44889,65999,2196,1797,0,"Congressional District 16 (112th Congress), Illinois",16,17,IL,IL-16-2012,50.0,48.2,45.2,52.9
316951,326826,39.6,643777,550578,59755,1994,5668,618971,14294,21930,57338,51606,22469,147463,116727,8122,15228,104745,3121,41607,0.4307,54459,40.7,282260,8886,16529,41370,34833,15217,4240,12189,27513,42855,19312,15038,621,310543,282260,28283,31863,1179,367,124,"Congressional District 17 (112th Congress), Illinois",17,17,IL,IL-17-2012,60.0,38.5,57.6,40.6
320146,333360,40.5,653506,576144,52790,1425,11143,629975,12543,21121,41640,73089,26824,145679,128642,12383,22028,84312,6513,49281,0.4311,51994,41.6,299158,6974,15971,44416,31370,14336,5756,17274,27435,49822,17177,17792,637,327202,299158,28044,13702,1414,332,235,"Congressional District 18 (112th Congress), Illinois",18,17,IL,IL-18-2012,44.1,54.4,37.4,60.7
343018,362740,37.6,705758,503551,132378,2672,7053,655033,20610,43938,56489,66292,25461,176295,124818,13277,22521,119071,5328,50376,0.4465,47860,41.3,305889,2375,18582,51544,35773,19566,4610,16362,27324,46572,21519,10254,762,343587,305889,37698,79715,15595,599,78,"Congressional District 1 (112th Congress), Indiana",01,18,IN,IN-01-2012,63.3,35.8,61.2,37.4
